"citation_key","ENTRYTYPE","colrev_status","author","title","year","type","journal","doi"
"000359","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355622"
"000360","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355629"
"000361","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350290"
"000362","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350283"
"000363","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355625"
"000364","article","no_status","Robinson, Lauren E. and Hill, Kelcie","The Gynecological Sequelae of Sexual Violence in Adolescence: A Scoping Review (MEDLINE/PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00269"
"000365","article","no_status","Robinson, Lauren E. and Hill, Kelcie","The Gynecological Sequelae of Sexual Violence in Adolescence: A Scoping Review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00268"
"000366","article","no_status","Robinson, Lauren E. and Hill, Kelcie","The Gynecological Sequelae of Sexual Violence in Adolescence: A Scoping Review (CINAHL Complete).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00267"
"000367","article","no_status","Moore, Eleanor and Howson, Pete and Grainger, Matthew and Teh, Yit Arn and Pfeifer, Marion","The role of participatory scenarios in ecological restoration: a systematic map (Lens.org).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00265"
"000368","article","no_status","Robinson, Lauren E. and Hill, Kelcie","The Gynecological Sequelae of Sexual Violence in Adolescence: A Scoping Review (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00270"
"000369","article","no_status","Moore, Eleanor and Howson, Pete and Grainger, Matthew and Teh, Yit Arn and Pfeifer, Marion","The role of participatory scenarios in ecological restoration: a systematic map (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00264"
"000370","article","no_status","Moore, Eleanor and Howson, Pete and Grainger, Matthew and Teh, Yit Arn and Pfeifer, Marion","The role of participatory scenarios in ecological restoration: a systematic map (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00261"
"000371","article","no_status","Moore, Eleanor and Howson, Pete and Grainger, Matthew and Teh, Yit Arn and Pfeifer, Marion","The role of participatory scenarios in ecological restoration: a systematic map (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00262"
"000372","article","no_status","Moore, Eleanor and Howson, Pete and Grainger, Matthew and Teh, Yit Arn and Pfeifer, Marion","The role of participatory scenarios in ecological restoration: a systematic map (ProQuest Natural and Social Sciences Collections).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00263"
"000373","article","no_status","Moore, Eleanor and Howson, Pete and Grainger, Matthew and Teh, Yit Arn and Pfeifer, Marion","The role of participatory scenarios in ecological restoration: a systematic map (CABI databases on CAB Direct).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00266"
"000374","article","no_status","Jahangir, Fereidoun","Surgical Site Infection in Abdominal Surgery (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00260"
"000375","article","no_status","Jahangir, Fereidoun","Surgical Site Infection in Abdominal Surgery (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00259"
"000376","article","no_status","Zong Minko, Ornella and Mabika Mabika, Rolande and Moyen, Rachel and Mounioko, Franck and Ondjiangui, Léonce Fauster and Yala, Jean Fabrice","Impact of Campylobacter and Salmonella/Shigella diarrhoea in Central Africa: a systematic review (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00258"
"000377","article","no_status","Derus, Nicolas","Omics Data Generators.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00257"
"000378","article","no_status","Brandelli, Yvonne N. and Chambers, Christine T. and Mackinnon, Sean P. and Parker, Jennifer A. and Huber, Adam M. and Stinson, Jennifer N. and Wildeboer, Emily M. and Wilson, Jennifer P. and Piccolo, Olivia","A systematic review of the psychosocial factors associated with pain in children with juvenile idiopathic arthritis (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00246"
"000379","article","no_status","von Gernler, Marc and Erdoes, Gabor","Patient blood management during pediatric and young adult cardiac surgery [ICTRP].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00254"
"000380","article","no_status","Brandelli, Yvonne N. and Chambers, Christine T. and Mackinnon, Sean P. and Parker, Jennifer A. and Huber, Adam M. and Stinson, Jennifer N. and Wildeboer, Emily M. and Wilson, Jennifer P. and Olivia, Piccolo","A systematic review of the psychosocial factors associated with pain in children with juvenile idiopathic arthritis (Cochrane).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00247"
"000381","article","no_status","von Gernler, Marc and Erdoes, Gabor","Patient blood management during pediatric and young adult cardiac surgery [Cochrane Library].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00255"
"000382","article","no_status","Brandelli, Yvonne N. and Chambers, Christine T. and Mackinnon, Sean P. and Parker, Jennifer A. and Huber, Adam M. and Stinson, Jennifer N. and Wildeboer, Emily M. and Wilson, Jennifer P. and Piccolo, Olivia","A systematic review of the psychosocial factors associated with pain in children with juvenile idiopathic arthritis (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00251"
"000383","article","no_status","Brandelli, Yvonne N. and Chambers, Christine T. and Mackinnon, Sean P. and Parker, Jennifer A. and Huber, Adam M. and Stinson, Jennifer N. and Wildeboer, Emily M. and Wilson, Jennifer P. and Piccolo, Olivia","A systematic review of the psychosocial factors associated with pain in children with juvenile idiopathic arthritis (Ovid MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00249"
"000384","article","no_status","Brandelli, Yvonne N. and Chambers, Christine T. and Mackinnon, Sean P. and Parker, Jennifer A. and Huber, Adam M. and Stinson, Jennifer N. and Wildeboer, Emily M. and Wilson, Jennifer P. and Piccolo, Olivia","A systematic review of the psychosocial factors associated with pain in children with juvenile idiopathic arthritis (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00248"
"000385","article","no_status","Brandelli, Yvonne N. and Chambers, Christine T. and Mackinnon, Sean P. and Parker, Jennifer A. and Huber, Adam M. and Stinson, Jennifer N. and Wildeboer, Emily M. and Wilson, Jennifer P. and Piccolo, Olivia","A systematic review of the psychosocial factors associated with pain in children with juvenile idiopathic arthritis (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00250"
"000386","article","no_status","von Gernler, Marc and Erdoes, Gabor","Patient blood management during pediatric and young adult cardiac surgery (Ovid MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00252"
"000387","article","no_status","von Gernler, Marc and Erdoes, Gabor","Patient blood management during pediatric and young adult cardiac surgery [ClinicalTrials.gov].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00256"
"000388","article","no_status","von Gernler, Marc and Erdoes, Gabor","Patient blood management during pediatric and young adult cardiac surgery [Ovid Embase].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00253"
"000389","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00238"
"000390","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00241"
"000391","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (Agricola).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00237"
"000392","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (GreenFile).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00242"
"000393","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00245"
"000394","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00240"
"000395","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (Cochrane Database of Systematic Reviews).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00239"
"000396","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00244"
"000397","article","no_status","Robinson, Cayla and Hoover, Anna and May, Beverly","Environmental Health Literacy (ProQuest Dissertations & Theses).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00243"
"000398","article","no_status","Kirengo, Thomas Onyango","A Systematic Review on Factors Affecting Success of Surgical Research Collaboratives in Africa (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00235"
"000399","article","no_status","Kirengo, Thomas Onyango","A Systematic Review on Factors Affecting Success of Surgical Research Collaboratives in Africa (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00236"
"000400","article","no_status","Hinrichs, Rachel J.","Massage Therapy for Self-Management (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00233"
"000401","article","no_status","Carneiro, Raércia dos Santos and da Silva, Rudval Souza and Batista, Ana Carolaine de Souza and Pereira, Aila Roberta Passos and de Souza Soares da Silva, Julia","Quais intervenções de enfermagem são realizáveis no cuidado da dor crônica em indivíduos adultos e idosos em cuidados paliativos no campo da Enfermagem? (Which nursing interventions are feasible in the care of chronic pain in adult and elderly individuals receiving palliative care, in the field of nursing?) (Mednar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00226"
"000402","article","no_status","Hinrichs, Rachel J.","Massage Therapy for Self-Management (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00234"
"000403","article","no_status","Hinrichs, Rachel J.","Massage Therapy for Self-Management (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00230"
"000404","article","no_status","Carneiro, Raércia dos Santos and da Silva, Rudval Souza and Batista, Ana Carolaine de Souza and Pereira, Aila Roberta Passos and de Souza Soares da Silva, Julia","Quais intervenções de enfermagem são realizáveis no cuidado da dor crônica em indivíduos adultos e idosos em cuidados paliativos no campo da Enfermagem? (Which nursing interventions are feasible in the care of chronic pain in adult and elderly individuals receiving palliative care, in the field of nursing?) (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00227"
"000405","article","no_status","Hinrichs, Rachel J.","Massage Therapy for Self-Management (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00228"
"000406","article","no_status","Hinrichs, Rachel J.","Massage Therapy for Self-Management (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00231"
"000407","article","no_status","Hinrichs, Rachel J.","Massage Therapy for Self-Management (PEDro).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00232"
"000408","article","no_status","Carneiro, Raércia dos Santos and da Silva, Rudval Souza and Batista, Ana Carolaine de Souza and Pereira, Aila Roberta Passos and de Souza Soares da Silva, Julia","Quais intervenções de enfermagem são realizáveis no cuidado da dor crônica em indivíduos adultos e idosos em cuidados paliativos no campo da Enfermagem? (Which nursing interventions are feasible in the care of chronic pain in adult and elderly individuals receiving palliative care, in the field of nursing?) (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00224"
"000409","article","no_status","Carneiro, Raércia dos Santos and da Silva, Rudval Souza and Batista, Ana Carolaine de Souza and Pereira, Aila Roberta Passos and de Souza Soares da Silva, Julia","Quais intervenções de enfermagem são realizáveis no cuidado da dor crônica em indivíduos adultos e idosos em cuidados paliativos no campo da Enfermagem? (Which nursing interventions are feasible in the care of chronic pain in adult and elderly individuals receiving palliative care, in the field of nursing?) (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00225"
"000410","article","no_status","Carneiro, Raércia dos Santos and da Silva, Rudval Souza and Batista, Ana Carolaine de Souza and Pereira, Aila Roberta Passos and de Souza Soares da Silva, Julia","Quais intervenções de enfermagem são realizáveis no cuidado da dor crônica em indivíduos adultos e idosos em cuidados paliativos no campo da Enfermagem? (Which nursing interventions are feasible in the care of chronic pain in adult and elderly individuals receiving palliative care, in the field of nursing?) (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00223"
"000411","article","no_status","Hinrichs, Rachel J.","Massage Therapy for Self-Management (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00229"
"000412","article","no_status","Langman, Erin and Caruso, Julie","Initiatives to improve service coverage, financial protection, and financial sustainability in the long-term care (ICTRP).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00219"
"000413","article","no_status","Ramos, Isaac Corro and Qendri, Venetia and Al, Maiwenn","Statistical methods used to represent the clinical effectiveness of IO therapies based on trial data (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00222"
"000414","article","no_status","Langman, Erin and Caruso, Julie","Initiatives to improve service coverage, financial protection, and financial sustainability in the long-term care (ProQuest D&T).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00220"
"000415","article","no_status","Langman, Erin and Caruso, Julie","Initiatives to improve service coverage, financial protection, and financial sustainability in the long-term care (ClinicalTrials.gov).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00218"
"000416","article","no_status","Hung, Tony W.T. and Comes, Tina and Piccillo, Giulia","Resilience Measurement of Human Settlements to Disasters (SCOPUS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00215"
"000417","article","no_status","Ramos, Isaac Corro and Qendri, Venetia and Al, Maiwenn","Statistical methods used to represent the clinical effectiveness of IO therapies based on trial data (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00221"
"000418","article","no_status","Langman, Erin and Caruso, Julie","Initiatives to improve service coverage, financial protection, and financial sustainability in the long-term care (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00214"
"000419","article","no_status","Langman, Erin and Caruso, Julie","Initiatives to improve service coverage, financial protection, and financial sustainability in the long-term care (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00213"
"000420","article","no_status","Langman, Erin and Caruso, Julie","Initiatives to improve service coverage, financial protection, and financial sustainability in the long-term care (EconLit).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00216"
"000421","article","no_status","Langman, Erin and Caruso, Julie","Initiatives to improve service coverage, financial protection, and financial sustainability in the long-term care (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00217"
"000422","article","no_status","DeBerg, Jennifer","Strategies for Caregiver Contributions to Self Care in Heart Failure Patients (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00207"
"000423","article","no_status","Obonyo, Nchafatso G. and Sela, Declan P. and Raman, Sainath and Rachakonda, Reema and Schneider, Bailey and Hoe, Louise E. See and Fanning, Jonathon P. and Bassi, Gianluigi Li and Maitland, Kathryn and Suen, Jacky Y. and Fraser, John F.","Resuscitation Associated Endotheliopathy (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00206"
"000424","article","no_status","Kamau, Hannah","Impacts of land consolidation (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00210"
"000425","article","no_status","DeBerg, Jennifer","Strategies for Caregiver Contributions to Self Care in Heart Failure Patients (Cochrane CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00208"
"000426","article","no_status","DeBerg, Jennifer","Strategies for Caregiver Contributions to Self Care in Heart Failure Patients (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00209"
"000427","article","no_status","Hinrichs, Rachel J.","Skeletal Muscle and Chronic Kidney Disease (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00205"
"000428","article","no_status","Hinrichs, Rachel J.","Skeletal Muscle and Chronic Kidney Disease (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00203"
"000429","article","no_status","Hinrichs, Rachel J.","Skeletal Muscle and Chronic Kidney Disease (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00204"
"000430","article","no_status","Wood, Codie and Hughes, Rachael and Tilling, Kate and Bartlett, Jonathan","Software tools for quantitative bias analysis on measurement error or misclassification (Web of Science Core Collection and four other databases hosted on the same platform).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00202"
"000431","article","no_status","DeBerg, Jennifer","Strategy for Caregiver Contributions to Self Care in Heart Failure Patients (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00201"
"000432","article","no_status","Mészáros, Ágota and Vokó, Zoltán","Modeling studies of food taxes and subsidies with health or environmental outcomes.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00200"
"000433","article","no_status","DeBerg, Jennifer","Family Caregivers of Older Adults Transitioning from Hospital to Home (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00196"
"000434","article","no_status","DeBerg, Jennifer","Family Caregivers of Older Adults Transitioning from Hospital to Home (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00197"
"000435","article","no_status","DeBerg, Jennifer","Family Caregivers of Older Adults Transitioning from Hospital to Home (ProQuest Dissertations and Theses).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00199"
"000436","article","no_status","DeBerg, Jennifer","Family Caregivers of Older Adults Transitioning from Hospital to Home (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00198"
"000437","article","no_status","DeBerg, Jennifer","Family Caregivers of Older Adults Transitioning from Hospital to Home (AgeLine).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00195"
"000438","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight (CAB Abstracts on WoS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00188"
"000439","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00194"
"000440","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight (Cochrane Library).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00192"
"000441","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00187"
"000442","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00190"
"000443","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00189"
"000444","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00193"
"000445","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight (Dissertations & Theses).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00191"
"000446","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (SciELO - 1).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00176"
"000447","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (LILACS - 2).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00173"
"000448","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health (Dissertations and Theses).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00186"
"000449","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health (PsycInfo).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00184"
"000450","article","no_status","Sequi-Dominguez, I. and Cavero-Redondo, I. and Alvarez-Bueno, C. and Lopez-Gil, J. F. and Martinez-Vizcaino, V. and Pascual-Morena, C.","eHealth promoting physical activity in children and adolescents (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00159"
"000451","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00185"
"000452","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (Pubmed CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00174"
"000453","article","no_status","Lafave, Mark and Ammanejad, Yasaman and Eubank, Breda and Mammadova, Ulkar","International Credential Equivalency (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00155"
"000454","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00180"
"000455","article","no_status","Lafave, Mark and Ammanejad, Yasaman and Eubank, Breda and Mammadova, Ulkar","International Credential Equivalency (MEDLINE (R) ALL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00156"
"000456","article","no_status","Lafave, Mark and Ammanejad, Yasaman and Eubank, Breda and Mammadova, Ulkar","International Credential Equivalency (Academic Search).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00152"
"000457","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (Epistemonikos).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00171"
"000458","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health (ERIC).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00182"
"000459","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00183"
"000460","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (LILACS - 1).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00172"
"000461","article","no_status","Lafave, Mark and Ammanejad, Yasaman and Eubank, Breda and Mammadova, Ulkar","International Credential Equivalency (SPORTDiscus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00158"
"000462","article","no_status","Lafave, Mark and Ammanejad, Yasaman and Eubank, Breda and Mammadova, Ulkar","International Credential Equivalency (APA PsycInfo).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00153"
"000463","article","no_status","von Gernler, Marc and Schrimper, Carolin and Stute, Petra","Does menopausal hormone therapy have a preventive impact on menopausal depression? [Cochrane Library].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00163"
"000464","article","no_status","von Gernler, Marc and Schrimper, Carolin and Stute, Petra","Does menopausal hormone therapy have a preventive impact on menopausal depression? [Ovid Embase].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00160"
"000465","article","no_status","Lafave, Mark and Ammanejad, Yasaman and Eubank, Breda and Mammadova, Ulkar","International Credential Equivalency (Business Source Complete).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00154"
"000466","article","no_status","von Gernler, Marc and Schrimper, Carolin and Stute, Petra","Does menopausal hormone therapy have a preventive impact on menopausal depression? [Ovid APA PsycInfo].","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00161"
"000467","article","no_status","Austin, Nichole and Apold, Victoria and Mehrabadi, Azar","Exploring the impact of coverage for assisted reproduction in Canada: a scoping review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00166"
"000468","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00181"
"000469","article","no_status","Robinson, Cayla and Keinsley, Jason and Luecking, Courtney","Policy, Systems, and Environmental Interventions, Nutrition, and Weight (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00165"
"000470","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00170"
"000471","article","no_status","Lafave, Mark and Ammanejad, Yasaman and Eubank, Breda and Mammadova, Ulkar","International Credential Equivalency (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00157"
"000472","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00179"
"000473","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (Cochrane CENTRAL database).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00168"
"000474","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00178"
"000475","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00167"
"000476","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (SciELO - 2).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00177"
